OBJECTID,URI,FEATURE_TYPE,NAME,OPERATIONAL_STATUS,FEATURE_DATE,FEATURE_SOURCE,ATTRIBUTE_DATE,ATTRIBUTE_SOURCE,SOURCE_UFI,SOURCE_JURISDICTION,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,LOADING_DATE,RELATIONSHIP,CAPACITY_KV,SHAPE_Length
659,,110008,Springvale Power Station to Springvale Terminal,Operational,11/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1070,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.045576001
660,,110008,Clayton Power Station to Heatherton Terminal,Operational,11/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1071,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.041493863
661,,110008,Broadmeadows Power Station to Thomastown Terminal,Operational,8/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1072,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.052542703
662,,110008,Symex Port Melbourne Power Station to Fishermans Bend,Operational,31/08/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1073,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.018215628
663,,110008,Shepparton Power Station to Shepparton Terminal Station,Operational,3/03/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1074,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.041346286
664,,110008,Wyndham Power Station to Geelong Terminal,Operational,12/10/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1075,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.290530578
665,,110008,Tumut 1 Power Station to Tumut 1 Substation,Operational,28/10/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1076,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.002757387
666,,110008,Tumut 2 Power Station to Tumut 2 Substation,Operational,28/10/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1077,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.000131852
667,,110008,Gadara Power Station-Tumut Mill to Gadara,Operational,5/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1078,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.001586599
668,,110008,Burrinjuck Hydro Power Station to Burrinjuck,Operational,12/02/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1079,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.001825443
669,,110008,Uranquinty Power Station to Uranquinty,Operational,23/02/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1080,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.00211478
670,,110008,Broken Hill Power Station to Broken Hill,Operational,25/08/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1081,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,22,0.001078624
671,,110008,Capital Wind Farms to Capital Wind Farm Substation,Operational,13/10/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1082,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.07465015
672,,110008,Gunning Wind Farm to Cullerin Range Tee,Operational,29/09/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1083,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.133217707
673,,110008,Kangaroo Valley Hydro Power Station to Kangaroo Valley,Operational,1/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1084,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.003307843
674,,110008,Kangaroo Valley Hydro Power Station to Kangaroo Valley,Operational,1/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1085,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.002697172
675,,110008,Tallawarra Power Station to Tallawarra,Operational,11/08/2015 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1086,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.001046724
676,,110008,Jacks Gully Power Station to Nepean,Operational,7/02/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1087,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.010516381
677,,110008,Warragamba Power Station to Warragamba Substation,Operational,25/01/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1088,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.001105362
678,,110008,Mount Piper Power Station to Mount Piper,Operational,16/10/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1089,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.007278975
679,,110008,Mount Piper Power Station to Mount Piper,Operational,16/10/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1090,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.007553355
680,,110008,Eastern Creek II Power Station to Sydney West,Operational,2/05/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1091,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.034954924
681,,110008,Eastern Creek Power Station to Sydney West,Operational,2/05/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1092,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.025865373
682,,110008,Smithfield Power Station to Guildford,Operational,7/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1093,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.008242451
683,,110008,Colongra Power Station to Munmorah,Operational,23/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1094,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.005948926
684,,110008,Colongra Power Station to Munmorah,Operational,23/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1095,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.006042093
685,,110008,Munmorah Power Station to Munmorah,Operational,23/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1096,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.002564641
686,,110008,Vales Point Power Station to Vales Point,Operational,23/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1097,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.002166295
687,,110008,Eraring Power Station to Eraring,Operational,23/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1098,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,500,0.006164122
688,,110008,Eraring 500 to Eraring 330,Operational,23/09/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1099,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,500,0.000815149
689,,110008,Bayswater Power Station to Bayswater,Operational,16/12/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1100,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.00774302
690,,110008,Bayswater Power Station to Bayswater,Operational,16/12/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1101,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.006003147
691,,110008,Bayswater Power Station to Bayswater,Operational,16/12/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1102,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,500,0.00567826
692,,110008,Bayswater Power Station to Bayswater,Operational,16/12/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1103,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,500,0.00697108
693,,110008,Liddell Power Station to Liddell,Operational,16/12/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1104,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.002531788
694,,110008,Hunter Valley to Liddell,Operational,16/12/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,1105,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.026352418
